8 0.0106577 -0.999943 -0.237814 -0.0025347 3.130930.237827
8.1 0.0893966 -0.995996 0.733049 0.0657956 3.05208-0.735996
8.2 0.44873 -0.893668 1.46401 0.735112 2.67625-1.63821
8.3 0.891919 -0.452195 1.07668 2.12368 2.04002-2.38102
8.4 0.933946 0.357415 -1.0337 2.70112 1.2053-2.89216
8.5 0.250598 0.968091 -3.02227 0.782339 0.253298-3.12188
8.6 -0.661898 0.749594 -2.28465 -2.01737 -0.723348-3.04785
8.7 -0.998271 -0.0587809 0.157372 -2.67263 -1.62961-2.67726
8.8 -0.692018 -0.721881 1.47709 -1.41599 -2.37731-2.04617
8.9 -0.245362 -0.969432 1.17882 -0.298357 -2.8937-1.21599
9 -0.0130641 -0.999915 0.267465 -0.00349448 -3.12853-0.267487
9.1 -0.0825498 -0.996587 -0.704626 0.058366 -3.058950.707039
9.2 -0.43484 -0.900508 -1.45231 0.701298 -2.691731.61277
9.3 -0.881479 -0.472223 -1.11519 2.08168 -2.062612.36158
9.4 -0.943418 0.331607 0.955228 2.71761 -1.232792.8806
9.5 -0.279258 0.960216 2.99524 0.871102 -0.2830213.11934
9.6 0.639837 0.768511 2.34747 -1.95442 0.6942863.05457
9.7 0.999448 -0.0332355 -0.0894892 -2.6911 1.604042.69258
9.8 0.70603 -0.708182 -1.46495 -1.4605 2.357722.06861
9.9 0.256699 -0.966491 -1.20169 -0.319168 2.881991.24336
10 0.0157527 -0.999876 -0.297086 -0.00468049 3.125840.297123
